Date : 2024-06-27 16:50:48
Directory : /Users/MacbookProCuaNminh/Desktop/project/oopsdance_be/oopsdance
Total : 4086 files,  -1781096 codes, -957629 comments, -120346 blanks, all -2859071 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| ../env/lib/python3.12/site-packages/django/contrib/admin/static                                                                                                            |        122 |    -22,100 |     -4,020 |     -5,652 |    -31,772 |
| ../env/lib/python3.12/site-packages/django/contrib/admin/static/admin                                                                                                      |        122 |    -22,100 |     -4,020 |     -5,652 |    -31,772 |
| ../env/lib/python3.12/site-packages/django/contrib/admin/static/admin/css                                                                                                  |         15 |     -4,082 |        -98 |       -964 |     -5,144 |
| ../env/lib/python3.12/site-packages/django/contrib/admin/static/admin/css (Files)                                                                                          |         12 |     -3,639 |        -98 |       -901 |     -4,638 |
| ../env/lib/python3.12/site-packages/django/contrib/admin/static/admin/css/vendor                                                                                           |          3 |       -443 |          0 |        -63 |       -506 |
| ../env/lib/python3.12/site-packages/django/contrib/admin/static/admin/css/vendor/select2                                                                                   |          3 |       -443 |          0 |        -63 |       -506 |
| ../env/lib/python3.12/site-packages/django/contrib/admin/static/admin/img                                                                                                  |         21 |       -129 |          0 |        -19 |       -148 |
| ../env/lib/python3.12/site-packages/django/contrib/admin/static/admin/img (Files)                                                                                          |         19 |       -127 |          0 |        -19 |       -146 |
| ../env/lib/python3.12/site-packages/django/contrib/admin/static/admin/img/gis                                                                                              |          2 |         -2 |          0 |          0 |         -2 |
| ../env/lib/python3.12/site-packages/django/contrib/admin/static/admin/js                                                                                                   |         86 |    -17,889 |     -3,922 |     -4,669 |    -26,480 |
| ../env/lib/python3.12/site-packages/django/contrib/admin/static/admin/js (Files)                                                                                           |         18 |     -1,599 |       -196 |       -148 |     -1,943 |
| ../env/lib/python3.12/site-packages/django/contrib/admin/static/admin/js/admin                                                                                             |          2 |       -522 |        -78 |        -50 |       -650 |
| ../env/lib/python3.12/site-packages/django/contrib/admin/static/admin/js/vendor                                                                                            |         66 |    -15,768 |     -3,648 |     -4,471 |    -23,887 |
| ../env/lib/python3.12/site-packages/django/contrib/admin/static/admin/js/vendor/jquery                                                                                     |          2 |     -6,768 |     -1,888 |     -2,064 |    -10,720 |
| ../env/lib/python3.12/site-packages/django/contrib/admin/static/admin/js/vendor/select2                                                                                    |         62 |     -5,179 |       -444 |     -1,399 |     -7,022 |
| ../env/lib/python3.12/site-packages/django/contrib/admin/static/admin/js/vendor/select2 (Files)                                                                            |          3 |     -5,120 |       -385 |     -1,340 |     -6,845 |
| ../env/lib/python3.12/site-packages/django/contrib/admin/static/admin/js/vendor/select2/i18n                                                                               |         59 |        -59 |        -59 |        -59 |       -177 |
| ../env/lib/python3.12/site-packages/django/contrib/admin/static/admin/js/vendor/xregexp                                                                                    |          2 |     -3,821 |     -1,316 |     -1,008 |     -6,145 |
| ../env/lib/python3.12/site-packages/django/contrib/admin/templates                                                                                                         |         50 |     -1,222 |         -8 |       -186 |     -1,416 |
| ../env/lib/python3.12/site-packages/django/contrib/admin/templates/admin                                                                                                   |         42 |     -1,045 |         -8 |       -131 |     -1,184 |
| ../env/lib/python3.12/site-packages/django/contrib/admin/templates/admin (Files)                                                                                           |         27 |       -791 |         -8 |       -105 |       -904 |
| ../env/lib/python3.12/site-packages/django/contrib/admin/templates/admin/auth                                                                                              |          2 |        -58 |          0 |        -11 |        -69 |
| ../env/lib/python3.12/site-packages/django/contrib/admin/templates/admin/auth/user                                                                                         |          2 |        -58 |          0 |        -11 |        -69 |
| ../env/lib/python3.12/site-packages/django/contrib/admin/templates/admin/edit_inline                                                                                       |          2 |        -93 |          0 |         -4 |        -97 |
| ../env/lib/python3.12/site-packages/django/contrib/admin/templates/admin/includes                                                                                          |          2 |        -41 |          0 |         -2 |        -43 |
| ../env/lib/python3.12/site-packages/django/contrib/admin/templates/admin/widgets                                                                                           |          9 |        -62 |          0 |         -9 |        -71 |
| ../env/lib/python3.12/site-packages/django/contrib/admin/templates/registration                                                                                            |          8 |       -177 |          0 |        -55 |       -232 |
| ../env/lib/python3.12/site-packages/django/contrib/admin/templatetags                                                                                                      |          6 |       -672 |        -88 |       -113 |       -873 |
| ../env/lib/python3.12/site-packages/django/contrib/admin/views                                                                                                             |          4 |       -577 |       -131 |        -63 |       -771 |
| ../env/lib/python3.12/site-packages/django/contrib/admindocs                                                                                                               |         16 |     -1,006 |        -98 |       -183 |     -1,287 |
| ../env/lib/python3.12/site-packages/django/contrib/admindocs (Files)                                                                                                       |          6 |       -647 |        -98 |        -93 |       -838 |
| ../env/lib/python3.12/site-packages/django/contrib/admindocs/templates                                                                                                     |         10 |       -359 |          0 |        -90 |       -449 |
| ../env/lib/python3.12/site-packages/django/contrib/admindocs/templates/admin_doc                                                                                           |         10 |       -359 |          0 |        -90 |       -449 |
| ../env/lib/python3.12/site-packages/django/contrib/auth                                                                                                                    |         39 |     -3,752 |       -887 |       -781 |     -5,420 |
| ../env/lib/python3.12/site-packages/django/contrib/auth (Files)                                                                                                            |         19 |     -2,858 |       -794 |       -657 |     -4,309 |
| ../env/lib/python3.12/site-packages/django/contrib/auth/handlers                                                                                                           |          2 |        -27 |        -11 |         -7 |        -45 |
| ../env/lib/python3.12/site-packages/django/contrib/auth/management                                                                                                         |          4 |       -451 |        -64 |        -62 |       -577 |
| ../env/lib/python3.12/site-packages/django/contrib/auth/management (Files)                                                                                                 |          1 |       -110 |        -42 |        -25 |       -177 |
| ../env/lib/python3.12/site-packages/django/contrib/auth/management/commands                                                                                                |          3 |       -341 |        -22 |        -37 |       -400 |
| ../env/lib/python3.12/site-packages/django/contrib/auth/migrations                                                                                                         |         13 |       -411 |        -18 |        -54 |       -483 |
| ../env/lib/python3.12/site-packages/django/contrib/auth/templates                                                                                                          |          1 |         -5 |          0 |         -1 |         -6 |
| ../env/lib/python3.12/site-packages/django/contrib/auth/templates/auth                                                                                                     |          1 |         -5 |          0 |         -1 |         -6 |
| ../env/lib/python3.12/site-packages/django/contrib/auth/templates/auth/widgets                                                                                             |          1 |         -5 |          0 |         -1 |         -6 |
| ../env/lib/python3.12/site-packages/django/contrib/contenttypes                                                                                                            |         15 |     -1,430 |       -200 |       -237 |     -1,867 |
| ../env/lib/python3.12/site-packages/django/contrib/contenttypes (Files)                                                                                                    |          9 |     -1,146 |       -179 |       -192 |     -1,517 |
| ../env/lib/python3.12/site-packages/django/contrib/contenttypes/management                                                                                                 |          3 |       -205 |        -21 |        -34 |       -260 |
| ../env/lib/python3.12/site-packages/django/contrib/contenttypes/management (Files)                                                                                         |          1 |       -108 |        -17 |        -21 |       -146 |
| ../env/lib/python3.12/site-packages/django/contrib/contenttypes/management/commands                                                                                        |          2 |        -97 |         -4 |        -13 |       -114 |
| ../env/lib/python3.12/site-packages/django/contrib/contenttypes/migrations                                                                                                 |          3 |        -79 |          0 |        -11 |        -90 |
| ../env/lib/python3.12/site-packages/django/contrib/flatpages                                                                                                               |         13 |       -323 |        -61 |        -61 |       -445 |
| ../env/lib/python3.12/site-packages/django/contrib/flatpages (Files)                                                                                                       |          9 |       -200 |        -29 |        -43 |       -272 |
| ../env/lib/python3.12/site-packages/django/contrib/flatpages/migrations                                                                                                    |          2 |        -65 |          0 |         -5 |        -70 |
| ../env/lib/python3.12/site-packages/django/contrib/flatpages/templatetags                                                                                                  |          2 |        -58 |        -32 |        -13 |       -103 |
| ../env/lib/python3.12/site-packages/django/contrib/gis                                                                                                                     |        138 |    -10,375 |     -2,908 |     -2,515 |    -15,798 |
| ../env/lib/python3.12/site-packages/django/contrib/gis (Files)                                                                                                             |          8 |       -464 |       -105 |        -92 |       -661 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/admin                                                                                                               |          2 |        -44 |          0 |         -8 |        -52 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/db                                                                                                                  |         49 |     -3,330 |       -733 |       -856 |     -4,919 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/db (Files)                                                                                                          |          1 |          0 |          0 |         -1 |         -1 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/db/backends                                                                                                         |         40 |     -2,208 |       -503 |       -506 |     -3,217 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/db/backends (Files)                                                                                                 |          2 |        -15 |         -7 |         -8 |        -30 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/db/backends/base                                                                                                    |          5 |       -326 |        -82 |        -84 |       -492 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/db/backends/mysql                                                                                                   |          6 |       -229 |        -15 |        -47 |       -291 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/db/backends/oracle                                                                                                  |          8 |       -406 |        -93 |        -91 |       -590 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/db/backends/postgis                                                                                                 |         10 |       -721 |       -212 |       -177 |     -1,110 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/db/backends/spatialite                                                                                              |          9 |       -511 |        -94 |        -99 |       -704 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/db/models                                                                                                           |          8 |     -1,122 |       -230 |       -349 |     -1,701 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/db/models (Files)                                                                                                   |          6 |     -1,066 |       -223 |       -330 |     -1,619 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/db/models/sql                                                                                                       |          2 |        -56 |         -7 |        -19 |        -82 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/forms                                                                                                               |          3 |       -213 |        -32 |        -55 |       -300 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/gdal                                                                                                                |         25 |     -2,810 |       -932 |       -637 |     -4,379 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/gdal (Files)                                                                                                        |         13 |     -1,598 |       -543 |       -384 |     -2,525 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/gdal/prototypes                                                                                                     |          7 |       -588 |       -136 |       -129 |       -853 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/gdal/raster                                                                                                         |          5 |       -624 |       -253 |       -124 |     -1,001 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/geoip2                                                                                                              |          3 |       -176 |        -72 |        -42 |       -290 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/geos                                                                                                                |         24 |     -2,057 |       -619 |       -611 |     -3,287 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/geos (Files)                                                                                                        |         14 |     -1,425 |       -477 |       -397 |     -2,299 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/geos/prototypes                                                                                                     |         10 |       -632 |       -142 |       -214 |       -988 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/management                                                                                                          |          4 |       -144 |        -19 |        -23 |       -186 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/management (Files)                                                                                                  |          1 |          0 |          0 |         -1 |         -1 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/management/commands                                                                                                 |          3 |       -144 |        -19 |        -22 |       -185 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/serializers                                                                                                         |          2 |        -64 |         -6 |        -13 |        -83 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/sitemaps                                                                                                            |          3 |        -99 |        -29 |        -22 |       -150 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/static                                                                                                              |          8 |       -245 |        -16 |        -30 |       -291 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/static/gis                                                                                                          |          8 |       -245 |        -16 |        -30 |       -291 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/static/gis/css                                                                                                      |          1 |        -35 |          0 |         -5 |        -40 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/static/gis/img                                                                                                      |          6 |         -6 |          0 |         -6 |        -12 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/static/gis/js                                                                                                       |          1 |       -204 |        -16 |        -19 |       -239 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/templates                                                                                                           |          2 |        -42 |          0 |         -5 |        -47 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/templates/gis                                                                                                       |          2 |        -42 |          0 |         -5 |        -47 |
| ../env/lib/python3.12/site-packages/django/contrib/gis/utils                                                                                                               |          5 |       -687 |       -345 |       -121 |     -1,153 |
| ../env/lib/python3.12/site-packages/django/contrib/humanize                                                                                                                |          4 |       -246 |        -62 |        -28 |       -336 |
| ../env/lib/python3.12/site-packages/django/contrib/humanize (Files)                                                                                                        |          2 |         -5 |          0 |         -4 |         -9 |
| ../env/lib/python3.12/site-packages/django/contrib/humanize/templatetags                                                                                                   |          2 |       -241 |        -62 |        -24 |       -327 |
| ../env/lib/python3.12/site-packages/django/contrib/messages                                                                                                                |         14 |       -463 |       -217 |       -133 |       -813 |
| ../env/lib/python3.12/site-packages/django/contrib/messages (Files)                                                                                                        |          9 |       -161 |        -44 |        -52 |       -257 |
| ../env/lib/python3.12/site-packages/django/contrib/messages/storage                                                                                                        |          5 |       -302 |       -173 |        -81 |       -556 |
| ../env/lib/python3.12/site-packages/django/contrib/postgres                                                                                                                |         30 |     -2,494 |       -100 |       -616 |     -3,210 |
| ../env/lib/python3.12/site-packages/django/contrib/postgres (Files)                                                                                                        |         13 |     -1,238 |        -60 |       -297 |     -1,595 |
| ../env/lib/python3.12/site-packages/django/contrib/postgres/aggregates                                                                                                     |          4 |       -149 |         -1 |        -58 |       -208 |
| ../env/lib/python3.12/site-packages/django/contrib/postgres/fields                                                                                                         |          7 |       -744 |        -27 |       -196 |       -967 |
| ../env/lib/python3.12/site-packages/django/contrib/postgres/forms                                                                                                          |          4 |       -361 |        -12 |        -63 |       -436 |
| ../env/lib/python3.12/site-packages/django/contrib/postgres/jinja2                                                                                                         |          1 |         -1 |          0 |         -1 |         -2 |
| ../env/lib/python3.12/site-packages/django/contrib/postgres/jinja2/postgres                                                                                                |          1 |         -1 |          0 |         -1 |         -2 |
| ../env/lib/python3.12/site-packages/django/contrib/postgres/jinja2/postgres/widgets                                                                                        |          1 |         -1 |          0 |         -1 |         -2 |
| ../env/lib/python3.12/site-packages/django/contrib/postgres/templates                                                                                                      |          1 |         -1 |          0 |         -1 |         -2 |
| ../env/lib/python3.12/site-packages/django/contrib/postgres/templates/postgres                                                                                             |          1 |         -1 |          0 |         -1 |         -2 |
| ../env/lib/python3.12/site-packages/django/contrib/postgres/templates/postgres/widgets                                                                                     |          1 |         -1 |          0 |         -1 |         -2 |
| ../env/lib/python3.12/site-packages/django/contrib/redirects                                                                                                               |          8 |       -166 |         -3 |        -29 |       -198 |
| ../env/lib/python3.12/site-packages/django/contrib/redirects (Files)                                                                                                       |          5 |        -85 |         -3 |        -20 |       -108 |
| ../env/lib/python3.12/site-packages/django/contrib/redirects/migrations                                                                                                    |          3 |        -81 |          0 |         -9 |        -90 |
| ../env/lib/python3.12/site-packages/django/contrib/sessions                                                                                                                |         19 |       -744 |       -252 |       -193 |     -1,189 |
| ../env/lib/python3.12/site-packages/django/contrib/sessions (Files)                                                                                                        |          7 |       -118 |        -35 |        -43 |       -196 |
| ../env/lib/python3.12/site-packages/django/contrib/sessions/backends                                                                                                       |          7 |       -575 |       -217 |       -138 |       -930 |
| ../env/lib/python3.12/site-packages/django/contrib/sessions/management                                                                                                     |          3 |        -17 |          0 |         -7 |        -24 |
| ../env/lib/python3.12/site-packages/django/contrib/sessions/management (Files)                                                                                             |          1 |          0 |          0 |         -1 |         -1 |
| ../env/lib/python3.12/site-packages/django/contrib/sessions/management/commands                                                                                            |          2 |        -17 |          0 |         -6 |        -23 |
| ../env/lib/python3.12/site-packages/django/contrib/sessions/migrations                                                                                                     |          2 |        -34 |          0 |         -5 |        -39 |
| ../env/lib/python3.12/site-packages/django/contrib/sitemaps                                                                                                                |          5 |       -299 |        -28 |        -55 |       -382 |
| ../env/lib/python3.12/site-packages/django/contrib/sitemaps (Files)                                                                                                        |          3 |       -270 |        -28 |        -53 |       -351 |
| ../env/lib/python3.12/site-packages/django/contrib/sitemaps/templates                                                                                                      |          2 |        -29 |          0 |         -2 |        -31 |
| ../env/lib/python3.12/site-packages/django/contrib/sites                                                                                                                   |         13 |       -275 |        -43 |        -80 |       -398 |
| ../env/lib/python3.12/site-packages/django/contrib/sites (Files)                                                                                                           |         10 |       -217 |        -43 |        -71 |       -331 |
| ../env/lib/python3.12/site-packages/django/contrib/sites/migrations                                                                                                        |          3 |        -58 |          0 |         -9 |        -67 |
| ../env/lib/python3.12/site-packages/django/contrib/staticfiles                                                                                                             |         15 |     -1,143 |       -296 |       -209 |     -1,648 |
| ../env/lib/python3.12/site-packages/django/contrib/staticfiles (Files)                                                                                                     |         10 |       -778 |       -237 |       -165 |     -1,180 |
| ../env/lib/python3.12/site-packages/django/contrib/staticfiles/management                                                                                                  |          5 |       -365 |        -59 |        -44 |       -468 |
| ../env/lib/python3.12/site-packages/django/contrib/staticfiles/management (Files)                                                                                          |          1 |          0 |          0 |         -1 |         -1 |
| ../env/lib/python3.12/site-packages/django/contrib/staticfiles/management/commands                                                                                         |          4 |       -365 |        -59 |        -43 |       -467 |
| ../env/lib/python3.12/site-packages/django/contrib/syndication                                                                                                             |          3 |       -184 |        -28 |        -32 |       -244 |
| ../env/lib/python3.12/site-packages/django/core                                                                                                                            |        106 |    -12,165 |     -2,569 |     -2,315 |    -17,049 |
| ../env/lib/python3.12/site-packages/django/core (Files)                                                                                                                    |          8 |       -974 |       -228 |       -275 |     -1,477 |
| ../env/lib/python3.12/site-packages/django/core/cache                                                                                                                      |         10 |     -1,056 |       -220 |       -253 |     -1,529 |
| ../env/lib/python3.12/site-packages/django/core/cache (Files)                                                                                                              |          2 |        -47 |        -16 |        -18 |        -81 |
| ../env/lib/python3.12/site-packages/django/core/cache/backends                                                                                                             |          8 |     -1,009 |       -204 |       -235 |     -1,448 |
| ../env/lib/python3.12/site-packages/django/core/checks                                                                                                                     |         17 |     -1,035 |        -75 |       -231 |     -1,341 |
| ../env/lib/python3.12/site-packages/django/core/checks (Files)                                                                                                             |         11 |       -657 |        -74 |       -135 |       -866 |
| ../env/lib/python3.12/site-packages/django/core/checks/compatibility                                                                                                       |          2 |        -17 |          0 |         -5 |        -22 |
| ../env/lib/python3.12/site-packages/django/core/checks/security                                                                                                            |          4 |       -361 |         -1 |        -91 |       -453 |
| ../env/lib/python3.12/site-packages/django/core/files                                                                                                                      |         15 |     -1,135 |       -413 |       -312 |     -1,860 |
| ../env/lib/python3.12/site-packages/django/core/files (Files)                                                                                                              |          9 |       -596 |       -271 |       -184 |     -1,051 |
| ../env/lib/python3.12/site-packages/django/core/files/storage                                                                                                              |          6 |       -539 |       -142 |       -128 |       -809 |
| ../env/lib/python3.12/site-packages/django/core/handlers                                                                                                                   |          5 |       -799 |       -216 |       -135 |     -1,150 |
| ../env/lib/python3.12/site-packages/django/core/mail                                                                                                                       |         10 |       -703 |       -229 |       -128 |     -1,060 |
| ../env/lib/python3.12/site-packages/django/core/mail (Files)                                                                                                               |          3 |       -454 |       -144 |        -78 |       -676 |
| ../env/lib/python3.12/site-packages/django/core/mail/backends                                                                                                              |          7 |       -249 |        -85 |        -50 |       -384 |
| ../env/lib/python3.12/site-packages/django/core/management                                                                                                                 |         32 |     -5,243 |       -825 |       -693 |     -6,761 |
| ../env/lib/python3.12/site-packages/django/core/management (Files)                                                                                                         |          6 |     -1,236 |       -445 |       -218 |     -1,899 |
| ../env/lib/python3.12/site-packages/django/core/management/commands                                                                                                        |         26 |     -4,007 |       -380 |       -475 |     -4,862 |
| ../env/lib/python3.12/site-packages/django/core/serializers                                                                                                                |          7 |     -1,039 |       -306 |       -243 |     -1,588 |
| ../env/lib/python3.12/site-packages/django/core/servers                                                                                                                    |          2 |       -181 |        -57 |        -45 |       -283 |
| ../env/lib/python3.12/site-packages/django/db                                                                                                                              |        118 |    -36,403 |     -8,615 |     -5,729 |    -50,747 |
| ../env/lib/python3.12/site-packages/django/db (Files)                                                                                                                      |          3 |       -393 |       -172 |       -117 |       -682 |
| ../env/lib/python3.12/site-packages/django/db/backends                                                                                                                     |         56 |    -10,451 |     -2,987 |     -1,592 |    -15,030 |
| ../env/lib/python3.12/site-packages/django/db/backends (Files)                                                                                                             |          4 |       -410 |        -85 |       -107 |       -602 |
| ../env/lib/python3.12/site-packages/django/db/backends/base                                                                                                                |          9 |     -3,009 |     -1,178 |       -493 |     -4,680 |
| ../env/lib/python3.12/site-packages/django/db/backends/dummy                                                                                                               |          3 |        -49 |        -13 |        -21 |        -83 |
| ../env/lib/python3.12/site-packages/django/db/backends/mysql                                                                                                               |         10 |     -1,649 |       -361 |       -223 |     -2,233 |
| ../env/lib/python3.12/site-packages/django/db/backends/oracle                                                                                                              |         12 |     -1,960 |       -646 |       -256 |     -2,862 |
| ../env/lib/python3.12/site-packages/django/db/backends/postgresql                                                                                                          |          9 |     -1,444 |       -349 |       -208 |     -2,001 |
| ../env/lib/python3.12/site-packages/django/db/backends/sqlite3                                                                                                             |          9 |     -1,930 |       -355 |       -284 |     -2,569 |
| ../env/lib/python3.12/site-packages/django/db/migrations                                                                                                                   |         19 |     -5,623 |     -1,144 |       -806 |     -7,573 |
| ../env/lib/python3.12/site-packages/django/db/migrations (Files)                                                                                                           |         14 |     -4,085 |       -989 |       -520 |     -5,594 |
| ../env/lib/python3.12/site-packages/django/db/migrations/operations                                                                                                        |          5 |     -1,538 |       -155 |       -286 |     -1,979 |
| ../env/lib/python3.12/site-packages/django/db/models                                                                                                                       |         40 |    -19,936 |     -4,312 |     -3,214 |    -27,462 |
| ../env/lib/python3.12/site-packages/django/db/models (Files)                                                                                                               |         16 |     -8,602 |     -1,702 |     -1,393 |    -11,697 |
| ../env/lib/python3.12/site-packages/django/db/models/fields                                                                                                                |         10 |     -6,242 |     -1,185 |     -1,069 |     -8,496 |
| ../env/lib/python3.12/site-packages/django/db/models/functions                                                                                                             |          7 |     -1,199 |       -106 |       -315 |     -1,620 |
| ../env/lib/python3.12/site-packages/django/db/models/sql                                                                                                                   |          7 |     -3,893 |     -1,319 |       -437 |     -5,649 |
| ../env/lib/python3.12/site-packages/django/dispatch                                                                                                                        |          2 |       -251 |       -202 |        -52 |       -505 |
| ../env/lib/python3.12/site-packages/django/forms                                                                                                                           |         95 |     -4,486 |     -1,072 |       -856 |     -6,414 |
| ../env/lib/python3.12/site-packages/django/forms (Files)                                                                                                                   |          9 |     -4,188 |     -1,072 |       -775 |     -6,035 |
| ../env/lib/python3.12/site-packages/django/forms/jinja2                                                                                                                    |         43 |       -149 |          0 |        -43 |       -192 |
| ../env/lib/python3.12/site-packages/django/forms/jinja2/django                                                                                                             |         43 |       -149 |          0 |        -43 |       -192 |
| ../env/lib/python3.12/site-packages/django/forms/jinja2/django/forms                                                                                                       |         43 |       -149 |          0 |        -43 |       -192 |
| ../env/lib/python3.12/site-packages/django/forms/jinja2/django/forms (Files)                                                                                               |          7 |       -100 |          0 |         -7 |       -107 |
| ../env/lib/python3.12/site-packages/django/forms/jinja2/django/forms/errors                                                                                                |          4 |         -4 |          0 |         -4 |         -8 |
| ../env/lib/python3.12/site-packages/django/forms/jinja2/django/forms/errors/dict                                                                                           |          2 |         -2 |          0 |         -2 |         -4 |
| ../env/lib/python3.12/site-packages/django/forms/jinja2/django/forms/errors/list                                                                                           |          2 |         -2 |          0 |         -2 |         -4 |
| ../env/lib/python3.12/site-packages/django/forms/jinja2/django/forms/formsets                                                                                              |          4 |         -4 |          0 |         -4 |         -8 |
| ../env/lib/python3.12/site-packages/django/forms/jinja2/django/forms/widgets                                                                                               |         28 |        -41 |          0 |        -28 |        -69 |
| ../env/lib/python3.12/site-packages/django/forms/templates                                                                                                                 |         43 |       -149 |          0 |        -38 |       -187 |
| ../env/lib/python3.12/site-packages/django/forms/templates/django                                                                                                          |         43 |       -149 |          0 |        -38 |       -187 |
| ../env/lib/python3.12/site-packages/django/forms/templates/django/forms                                                                                                    |         43 |       -149 |          0 |        -38 |       -187 |
| ../env/lib/python3.12/site-packages/django/forms/templates/django/forms (Files)                                                                                            |          7 |       -100 |          0 |         -6 |       -106 |
| ../env/lib/python3.12/site-packages/django/forms/templates/django/forms/errors                                                                                             |          4 |         -4 |          0 |         -1 |         -5 |
| ../env/lib/python3.12/site-packages/django/forms/templates/django/forms/errors/dict                                                                                        |          2 |         -2 |          0 |         -1 |         -3 |
| ../env/lib/python3.12/site-packages/django/forms/templates/django/forms/errors/list                                                                                        |          2 |         -2 |          0 |          0 |         -2 |
| ../env/lib/python3.12/site-packages/django/forms/templates/django/forms/formsets                                                                                           |          4 |         -4 |          0 |         -4 |         -8 |
